"","coef","se","zval","pval","lb","ub","X","Y","time","corrected.Pval"
"1",0.00936760370832545,0.027960616747595,0.335028507879076,0.737603581509739,-0.0454352051169607,0.0641704125336116,"ln_aat1","t2_f2_8ip","14 months",0.769673302444945
"2",-0.011608062615834,0.0215153606162036,-0.539524427356877,0.589525046552438,-0.053778169423593,0.0305620441919251,"ln_aat1","t2_f2_23d","14 months",0.707430055862925
"3",0.0119259880835244,0.0314212439439583,0.379551748644806,0.704278183939714,-0.0496596500466339,0.0735116262136828,"ln_aat1","t2_f2_VI","14 months",0.769673302444945
"4",0.0124620935612267,0.0361040327818668,0.345171788329579,0.729965226534631,-0.0583018106912322,0.0832259978136856,"ln_aat1","t2_f2_12i","14 months",0.769673302444945
"5",-0.0173391771394405,0.0243062325081186,-0.713363419594091,0.475620902835085,-0.0649793928553529,0.0303010385764719,"ln_mpo1","t2_f2_8ip","14 months",0.666496942400071
"6",-0.0173507912896076,0.0154892609571466,-1.12018199819935,0.262636213587722,-0.0477097427656149,0.0130081601863996,"ln_mpo1","t2_f2_23d","14 months",0.630326912610532
"7",-0.0153488813615831,0.0243012985276294,-0.631607456866231,0.527643412733389,-0.0629794264757367,0.0322816637525705,"ln_mpo1","t2_f2_VI","14 months",0.666496942400071
"8",-0.0272682378452329,0.0277914217315155,-0.98117462678459,0.326506634308187,-0.0817394244390032,0.0272029487485375,"ln_mpo1","t2_f2_12i","14 months",0.666496942400071
"9",-0.0453465496599288,0.0370910370737167,-1.22257432623964,0.221490514998145,-0.118044982324414,0.027351883004556,"ln_neo1","t2_f2_8ip","14 months",0.630326912610532
"10",-0.0457226586978347,0.0299024331406185,-1.52906148081062,0.126249203268637,-0.104331427653447,0.0128861102577776,"ln_neo1","t2_f2_23d","14 months",0.630326912610532
"11",-0.0276602214564994,0.0397955875797522,-0.695057496036893,0.487019270108938,-0.105659573112814,0.0503391301998148,"ln_neo1","t2_f2_VI","14 months",0.666496942400071
"12",-0.0450246016485521,0.0493372431509749,-0.912588518794497,0.361458994946978,-0.141725598224463,0.0516763949273586,"ln_neo1","t2_f2_12i","14 months",0.666496942400071
"13",0.01458850058352,0.0217232904176895,0.671560353105643,0.501863625385008,-0.0279891486351515,0.0571661498021915,"ln_L_conc_t1","t2_f2_8ip","14 months",0.666496942400071
"14",0.0191614293292867,0.0141593156550687,1.35327368893195,0.175968211508928,-0.0085908293546479,0.0469136880132212,"ln_L_conc_t1","t2_f2_23d","14 months",0.630326912610532
"15",-0.00360175737592908,0.0180499599516766,-0.199543787663336,0.841837394389739,-0.0389796788812153,0.0317761641293571,"ln_L_conc_t1","t2_f2_VI","14 months",0.841837394389739
"16",0.0220184980970586,0.022774712930376,0.966795856631469,0.333646096164309,-0.0226199392464782,0.0666569354405955,"ln_L_conc_t1","t2_f2_12i","14 months",0.666496942400071
"17",0.0361716533050848,0.0234569493668127,1.54204422490936,0.12306284708852,-0.009803967453868,0.0821472740640377,"ln_M_conc_t1","t2_f2_8ip","14 months",0.630326912610532
"18",0.022089507020939,0.0160564920228685,1.37573680412122,0.168903133042721,-0.00938121734388325,0.0535602313857612,"ln_M_conc_t1","t2_f2_23d","14 months",0.630326912610532
"19",0.0163854466383028,0.0203440887495214,0.805415609420611,0.420579887095086,-0.0234889673107592,0.0562598605873648,"ln_M_conc_t1","t2_f2_VI","14 months",0.666496942400071
"20",0.0562941563704226,0.0261493028481804,2.15279759836273,0.0313345889864072,0.00504152278798902,0.107546789952856,"ln_M_conc_t1","t2_f2_12i","14 months",0.630326912610532
"21",-0.0266499906703731,0.0228392937833697,-1.16684828012406,0.243271645562321,-0.0714150064857778,0.0181150251450316,"ln_reg2","t2_f2_8ip","14 months",0.630326912610532
"22",0.00869221344987032,0.0123776722922607,0.70224944114131,0.482523617360925,-0.0155680242429606,0.0329524511427012,"ln_reg2","t2_f2_23d","14 months",0.666496942400071
"23",-0.023324081053444,0.0180271114346877,-1.29383352058078,0.195722931452262,-0.0586572194654318,0.0120090573585439,"ln_reg2","t2_f2_VI","14 months",0.630326912610532
"24",-0.0299802502497554,0.0239413559465124,-1.25223693748735,0.210483540222174,-0.0769053079049197,0.016944807405409,"ln_reg2","t2_f2_12i","14 months",0.630326912610532
"25",0.0861014374031663,0.174854328874526,0.492418105730468,0.622423802383216,-0.256613047190905,0.428815921997237,"ln_aat2","t3_map","28 months",0.681906356597541
"26",0.787487564787744,0.482001700832365,1.63378586305367,0.102303821753977,-0.157235768843692,1.73221089841918,"ln_aat2","t3_hr_mean","28 months",0.37201389728719
"27",-0.0422899925533891,0.0297581491942066,-1.42112307715771,0.155280982196882,-0.100615964974034,0.0160359798672559,"ln_aat2","t3_gcr_mean","28 months",0.472549197824968
"28",0.0120145829958865,0.0207112823395954,0.580098460292692,0.561848222021167,-0.0285795303897205,0.0526086963814935,"ln_aat2","t3_gcr_cpg12","28 months",0.660997908260197
"29",-0.51333357190268,0.212926375624579,-2.41085009030428,0.0159153886033182,-0.930669268126855,-0.0959978756785051,"ln_aat2","t3_saa_slope","28 months",0.130571057541181
"30",0.00069977105911848,0.000303901752681804,2.3026226500614,0.0213000836345158,0.000104123623862145,0.00129541849437482,"ln_aat2","t3_cort_slope","28 months",0.130571057541181
"31",-7.99773663402237,3.49916819743069,-2.28561080313167,0.0222770375990989,-14.8561063009865,-1.13936696705822,"ln_aat2","t3_residual_saa","28 months",0.130571057541181
